                                    QX( 3)  Minersville Reservoir inlfow                                                 PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
          *1952   1145.   1522.   1926.   1960.   2065.   2093.   6560.  22288.  17790.   4383.   3040.   2356.    67129.    70346.
          *1953   2540.   2358.   2910.   3785.   3154.   2887.    223.      0.    157.    507.    846.    143.    19509.    13351.
          *1954    976.   1441.   1686.   2067.   2023.   1779.   3198.   1073.      0.    221.    465.    313.    15242.    13762.
          *1955    701.   1156.   1576.   1848.   1457.   1572.      0.     10.      0.    571.    752.    221.     9863.    11742.
          *1956    480.   1018.   1686.   2233.   2040.   2366.    844.   1993.    981.   1400.    785.    172.    15998.    17935.
          *1957    683.   1162.   1634.   1996.   1810.   1690.    627.   2096.  24463.   4952.   3199.   1536.    45848.    51622.
          *1958   2839.   2541.   3289.   3109.   3001.   2352.   3283.  15360.   9885.   4196.   1694.   1978.    53527.    53270.
          *1959   2257.   2448.   2433.   2836.   2461.   2245.    257.      0.      0.      0.     97.      0.    15034.     4353.
          *1960    329.    709.   1248.   1863.   1381.   1750.   1116.    431.      0.      0.      0.      0.     8826.     8155.
          *1961    535.   1108.   1417.   1313.   1070.   1525.    636.      0.      0.      0.    324.    673.     8602.     6902.
          *1962    840.   1084.   1634.   1719.   1568.   1361.   6766.   3153.   2981.   2591.   1388.    711.    25796.    27542.
          *1963   1410.   1447.   1699.   1554.   2184.   1531.      0.    292.      0.     48.    625.    313.    11104.     9471.
          *1964    492.   1174.   1397.   1539.   1057.    984.      0.   2427.    785.   1750.    848.    280.    12734.    16767.
          *1965    504.   1144.   1634.   1909.   1423.   1217.      0.      0.   5902.   3832.   3938.   2125.    23629.    28320.
          *1966   2245.   2002.   2274.   2182.   1814.   2104.   1932.   1369.      0.      0.     36.      0.    15958.    11763.
          *1967    467.    892.   2803.   1636.   1427.   1718.      0.    937.   8247.   4350.   2961.   2440.    27880.    31686.
          *1968   2346.   1942.   2348.   2283.   2193.   2179.    735.   6482.  10291.   3211.   3093.   1409.    38512.    40337.
          *1969   2131.   1882.   2251.   2750.   2065.   1949.   4740.  14425.   7029.   3609.   2790.   1893.    47513.    48621.
          *1970   2704.   2328.   2582.   2922.   2418.   2047.      0.   2980.   5382.   3041.   1851.   1569.    29825.    29708.
          *1971   1878.   2148.   2575.   2502.   2801.   2228.   1735.    961.   2079.   1745.   1259.    852.    22763.    21965.
           1972   3505.   2794.   1280.   2513.   1795.   1598.    329.   -266.   2026.    504.   1048.     34.    17159.    17159.
           1973   1224.   2025.   1862.   1955.   2230.   3177.   4063.  15051.  12192.   5697.   3847.    757.    54080.    54080.
           1974   1929.   -749.   4559.   4316.   2808.   3284.   1195.    759.   3334.   2162.   1658.   1124.    26380.    26380.
           1975   1490.   2024.   2135.   2282.   1195.   1702.   2013.   1021.    861.   2967.    517.   1269.    19477.    19477.
           1976   1100.   1855.   2478.   2697.   2082.   1768.    957.   1415.  -1174.   1202.    835.   -265.    14950.    14950.
           1977    561.    656.    927.   2890.    904.   1823.    682.   -152.    308.   -677.   1241.    530.     9691.     9691.
           1978    105.    244.   2749.   1872.   1444.   1594.   1759.   5018.  12291.   1705.   1070.    955.    30806.    30806.
           1979   1076.   2999.   2295.   1961.   2697.   2755.   2585.  10197.  13184.   1990.   1553.    670.    43962.    43962.
           1980   1701.   1694.   2521.   2849.   3928.   1939.    679.   9998.  19793.   5019.   5011.   2452.    57584.    57584.
           1981   3238.   3381.   2520.   2312.   2444.   2911.   1765.   2346.   2534.   1517.    635.   1558.    27160.    27160.
           1982   2227.   2744.   2496.   2043.   2792.   2170.   1529.   4215.   3803.   5087.   4621.   3690.    37416.    37416.
           1983   3686.   4084.   3177.   3069.   2830.   5474.   6209.  23491.  55488.   9150.   5945.   3499.   126102.   126102.
           1984   4975.   4470.   5265.   5551.   1796.   5859.   8836.  30509.  14253.   3995.   7330.   3063.    95902.    95902.
           1985   4866.   3512.   3341.   4140.   5231.   4682.   8822.   7749.   4230.   2663.   3518.   1898.    54651.    54651.
                                    QX( 3)  Minersville Reservoir inlfow                                                 PAGE  5

           R      0.901   0.852   0.761   0.759   0.660   0.748   0.712   0.926   0.969   0.934   0.886   0.783               0.964
           A   -.24E+04-.17E+04-.14E+04-.13E+04-.20E+04-.14E+04-.41E+04-.72E+04-.65E+04-.11E+04-.12E+04-.19E+04          -0.193E+05
           B   0.31E+010.30E+010.32E+010.36E+010.43E+010.29E+010.21E+010.13E+010.14E+010.81E+000.13E+010.21E+01           0.141E+01

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       SUM       ANN

           1986   3752.   2552.   3396.   3085.   2534.   4361.   5402.   7161.   6988.   2144.   3351.   3050.    47775.    47775.
           1987   3766.   3462.   2720.   2459.   3141.   3379.   3002.    777.   1929.   1195.   2893.   1548.    30272.    30272.
           1988   2497.   3635.   2545.   2296.   3756.   2978.   2743.   4250.   2542.   1466.   1943.   1443.    32093.    32093.
           1989   2175.   3242.   2795.   2628.   2669.   3910.    999.    647.    222.     -4.    689.    267.    20238.    20238.
           1990    882.   1758.   2088.   1802.   1723.   2083.    174.    472.    446.    713.    630.    635.    13406.    13406.
           1991    844.   1366.   1301.   1802.   2053.   2218.    506.    677.   1292.    872.    897.    808.    14635.    14635.
           1992   1706.   1997.   2094.   1986.   2191.   2106.    253.   1160.    368.    318.   1011.    481.    15672.    15672.
           1993   1499.   1268.   1622.   2554.   2437.   2874.    853.   6635.   8684.   1677.   1492.    966.    32561.    32561.
           1994   1853.   2532.   2311.   2115.   1934.   1956.    545.   1111.    352.    878.    996.    382.    16965.    16965.
           1995   1153.   2104.   2498.   2161.   1704.   2285.    999.   5484.  23187.   8188.   1274.   1567.    52604.    52604.
