

                                    09406000 VIRGIN RIVER AT VIRGIN, UTAH                     Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1979    5137.   12803.   10451.    8164.    9245.   33446.   55742.   97259.   19438.    5722.    7619.    5435.   270461.
         1980    5570.    7420.    7710.   16620.   47940.   26950.   40460.   65630.   26770.   12700.   10920.   14060.   282750.
         1981    8170.    8510.    8910.    8080.    7740.   10670.   20130.   13480.    6850.    7660.    7050.    7010.   114260.
         1982    7130.    6440.    7530.    8000.    7460.   12390.   21800.   23070.    6270.    6180.   10430.    8490.   125190.
         1983    8960.   13150.   10090.    7440.   11700.   31030.   32300.   81730.   45370.   12540.   15660.    9650.   279620.
         1984   11380.   11100.   13190.    9890.    9110.   10040.   13430.   16060.    6770.    8690.    8740.    5230.   123630.
         1985    6870.    7740.    8690.    9140.    9410.   24210.   41040.   21310.    6170.    7520.    5430.    5640.   153170.
         1986    7170.    9170.    8500.    7870.   12380.   18030.   19550.   12010.    5500.    5070.    4800.    6180.   116230.
         1987    7450.    7530.    7350.    7840.    7640.    9850.   16570.   12920.    5520.    4540.    6720.    4630.    98560.
         1988    7730.   12660.    8130.    8120.    8310.   10150.   24190.   21660.    8730.    5570.    8440.    5600.   129290.
         1989    5360.    6560.    7270.    7160.    7910.   14080.    9710.    6080.    3910.    4290.    4940.    3550.    80820.
         1990    4621.    6290.    6649.    6781.    6339.    7240.    7924.    6113.    3947.    4143.    4600.    4625.    69272.
         1991    5660.    6050.    6630.    7090.    6240.   10390.    9560.   10690.    5410.    4140.    4100.    3990.    79950.
         1992    4740.    6590.    6940.    7080.    8390.   13740.   19350.   12270.    5520.    4330.    5710.    4410.    99070.
         1993    7340.    7160.    7690.   19010.   25320.   33880.   58360.   69750.   15210.    7180.    6700.    4870.   262470.
         1994    8680.    8900.    8860.    8700.    9680.   11540.   13850.   12110.    5390.    4050.    4300.    5130.   101190.
         1995    6020.    6500.    7610.   11550.   12920.   37540.   28700.   54820.   28540.    9050.    6950.    6810.   217010.
         1996    6480.    8570.    8490.    8270.   12090.    9710.    7800.    5710.    4030.    4290.    4240.    3940.    83620.
         1997    4990.    8900.    9380.   15610.    8860.   11110.   12270.    8900.    4930.    3730.    7280.   13370.   109330.
         1998    9490.    7630.    7790.    7930.    9340.   16300.   29270.   52360.   17920.    9820.    5860.   15640.   189350.
         1999    9810.    9830.    9120.    8670.    8150.    8230.    9590.   11650.    7720.    6640.    7250.    4990.   101650.
         2000    5060.    6530.    7160.    7360.    8960.   11600.   16730.   10180.    4700.    4000.    4370.    3880.    90530.

         MEAN    7935.    8424.    9516.    9821.   10484.   15443.   22640.   26387.    9441.    7309.    8162.    8115.   143678.

          PCT    5.52%    5.86%    6.62%    6.84%    7.30%   10.75%   15.76%   18.37%    6.57%    5.09%    5.68%    5.65%   100.00%

           SD    4524.    3763.    5493.    5654.    5858.   10463.   13933.   22555.    6871.    4415.    4358.    5444.    63720.

           CV     0.57     0.45     0.58     0.58     0.56     0.68     0.62     0.85     0.73     0.60     0.53     0.67      0.44

           FILE: .\09406000                                                                      
