                        09271000 ASHLEY C, SIGN OF THE MAINE, NR VERNAL, UTAH                                            PAGE  1

           WATER
           YEAR    OCT     NOV     DEC     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP       ANN
          *2006   5124.   5218.   9681.   3583.   1881.   1976.   3050.  49581.   7007.   8412.   4223.   3158.   102893.    57718.
          *2007   1415.   5134.   6266.   4500.  11697.   2694.   2313.   5127.   3923.   4241.   2611.   2782.    52703.    31312.
          *2008    717.   3935.   5573.   2233.   3907.   9100.    541.   3978.  14476.   8161.   4226.   3602.    60450.    53599.
          *2009  13619.  14787.   7609.   1254.  12553.  20631.    667.  45276.  14147.  10930.   5712.   3582.   150767.    70360.
          *2010  14440.  19652.  16442.  17421.  17772.  12620.    512.    773.  36502.  11083.   4354.   2632.   154203.    63790.
          *2011   6632.   6856.  11294.  39688.  16755.  24739.   1241.   2685. 117954.  34266.  11156.   7669.   280936.   254216.

           AVE.  12964. 166567.********************************   2774.  51791.  32216.   9723.   5508.   4291.**********    90503.


          * DATA CORRELATED WITH STATION:     09299500 WHITEROCKS RIVER NEAR WHITEROCKS, UT                                   
          Count      92      92      92      92      92      92      92      92      92      92      92      92                  92

           NUMBER OF YEARS   92                       Log-Log Regression  
                                                                                                                        PAGE  6

          Correlation Coefficients           14:24:37.7          05/21/2012
                      Log-Log Regression  
          1 OCT  A=0.678604987E+19, B=-.419702070E+01, R=  0.408157, R*R=  0.166592
          2 NOV  A=0.926875333E+21, B=-.507620980E+01, R=  0.460768, R*R=  0.212307
          3 DEC  A=0.315247556E+26, B=-.661795552E+01, R=  0.316673, R*R=  0.100282
          4 JAN  A=0.479707277E+28, B=-.745333875E+01, R=  0.335427, R*R=  0.112511
          5 FEB  A=0.674553445E+31, B=-.866076993E+01, R=  0.340337, R*R=  0.115829
          6 MAR  A=0.153271828E+32, B=-.863201363E+01, R=  0.296360, R*R=  0.087829
